instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime,year,month,day,day_of_week,week_of_year,season_label,weather_label,weekday_label,time_of_day,is_rush_hour,temp_category,temp_celsius,atemp_celsius,usage_period
117,2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,2011-01-06 01:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Night,0,Cold,-1.4399999999999995,-4.635,Off-Peak
118,2011-01-06,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,2011-01-06 02:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Night,0,Cold,-1.4399999999999995,-4.635,Off-Peak
119,2011-01-06,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,2011-01-06 04:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Night,0,Cold,-1.4399999999999995,-6.15,Off-Peak
120,2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,2011-01-06 05:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Night,0,Cold,-2.26,-6.91,Off-Peak
121,2011-01-06,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,2011-01-06 06:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Morning,0,Cold,-2.26,-7.665000000000001,Off-Peak
122,2011-01-06,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,2011-01-06 07:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Morning,1,Cold,-1.4399999999999995,-4.635,Peak
123,2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,2011-01-06 08:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Morning,1,Cold,-1.4399999999999995,-4.635,Peak
124,2011-01-06,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,2011-01-06 09:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Morning,0,Cold,-0.6200000000000001,-3.879999999999999,Off-Peak
125,2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,2011-01-06 10:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Morning,0,Cold,0.20000000000000107,-3.120000000000001,Off-Peak
126,2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,2011-01-06 11:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Morning,0,Cold,1.0199999999999996,-3.120000000000001,Off-Peak
127,2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,2011-01-06 12:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Afternoon,0,Cold,2.66,-1.6050000000000004,Off-Peak
128,2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,2011-01-06 13:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Afternoon,0,Cold,2.66,-2.365,Off-Peak
129,2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,2011-01-06 14:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Afternoon,0,Cold,3.4800000000000004,-2.365,Off-Peak
130,2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,2011-01-06 15:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Afternoon,0,Cold,3.4800000000000004,-2.365,Off-Peak
131,2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,2011-01-06 16:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Afternoon,0,Cold,2.66,-3.120000000000001,Off-Peak
132,2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,2011-01-06 17:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Afternoon,1,Cold,1.0199999999999996,-4.635,Peak
133,2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,2011-01-06 18:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Evening,1,Cold,1.0199999999999996,-4.635,Peak
134,2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,2011-01-06 19:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Evening,0,Cold,1.0199999999999996,-3.120000000000001,Off-Peak
135,2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,2011-01-06 20:00:00,2011,1,6,3,1,Spring,Clear,Thursday,Evening,0,Cold,0.20000000000000107,-5.395,Off-Peak
136,2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,2011-01-06 21:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Evening,0,Cold,1.0199999999999996,-5.395,Off-Peak
137,2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,2011-01-06 22:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Evening,0,Cold,1.0199999999999996,-5.395,Off-Peak
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,2011-01-06 23:00:00,2011,1,6,3,1,Spring,Mist,Thursday,Evening,0,Cold,0.20000000000000107,-6.15,Off-Peak
139,2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,2011-01-07 00:00:00,2011,1,7,4,1,Spring,Mist,Friday,Night,0,Cold,0.20000000000000107,-6.15,Off-Peak
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,2011-01-07 01:00:00,2011,1,7,4,1,Spring,Mist,Friday,Night,0,Cold,0.20000000000000107,-6.15,Off-Peak
141,2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,2011-01-07 02:00:00,2011,1,7,4,1,Spring,Mist,Friday,Night,0,Cold,0.20000000000000107,-6.15,Off-Peak
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,2011-01-07 04:00:00,2011,1,7,4,1,Spring,Mist,Friday,Night,0,Cold,0.20000000000000107,-5.395,Off-Peak
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,2011-01-07 05:00:00,2011,1,7,4,1,Spring,Light Snow/Rain,Friday,Night,0,Cold,1.0199999999999996,-2.365,Off-Peak
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,2011-01-07 06:00:00,2011,1,7,4,1,Spring,Mist,Friday,Morning,0,Cold,0.20000000000000107,-3.120000000000001,Off-Peak
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,2011-01-07 07:00:00,2011,1,7,4,1,Spring,Clear,Friday,Morning,1,Cold,0.20000000000000107,-5.395,Peak
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,2011-01-07 08:00:00,2011,1,7,4,1,Spring,Clear,Friday,Morning,1,Cold,0.20000000000000107,-6.15,Peak
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,2011-01-07 09:00:00,2011,1,7,4,1,Spring,Clear,Friday,Morning,0,Cold,0.20000000000000107,-6.91,Off-Peak
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,2011-01-07 10:00:00,2011,1,7,4,1,Spring,Clear,Friday,Morning,0,Cold,1.0199999999999996,-6.15,Off-Peak
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,2011-01-07 11:00:00,2011,1,7,4,1,Spring,Mist,Friday,Morning,0,Cold,0.20000000000000107,-6.15,Off-Peak
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,2011-01-07 12:00:00,2011,1,7,4,1,Spring,Mist,Friday,Afternoon,0,Cold,0.20000000000000107,-6.15,Off-Peak
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,2011-01-07 13:00:00,2011,1,7,4,1,Spring,Mist,Friday,Afternoon,0,Cold,0.20000000000000107,-6.91,Off-Peak
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,2011-01-07 14:00:00,2011,1,7,4,1,Spring,Mist,Friday,Afternoon,0,Cold,0.20000000000000107,-6.15,Off-Peak
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,2011-01-07 15:00:00,2011,1,7,4,1,Spring,Mist,Friday,Afternoon,0,Cold,0.20000000000000107,-5.395,Off-Peak
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,2011-01-07 16:00:00,2011,1,7,4,1,Spring,Mist,Friday,Afternoon,0,Cold,0.20000000000000107,-5.395,Off-Peak
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,2011-01-07 17:00:00,2011,1,7,4,1,Spring,Mist,Friday,Afternoon,1,Cold,0.20000000000000107,-3.120000000000001,Peak
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,2011-01-07 18:00:00,2011,1,7,4,1,Spring,Clear,Friday,Evening,1,Cold,0.20000000000000107,-4.635,Peak
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,2011-01-07 19:00:00,2011,1,7,4,1,Spring,Clear,Friday,Evening,0,Cold,-1.4399999999999995,-6.15,Off-Peak
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,2011-01-07 20:00:00,2011,1,7,4,1,Spring,Clear,Friday,Evening,0,Cold,-0.6200000000000001,-5.395,Off-Peak
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,2011-01-07 21:00:00,2011,1,7,4,1,Spring,Clear,Friday,Evening,0,Cold,-0.6200000000000001,-6.15,Off-Peak
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,2011-01-07 22:00:00,2011,1,7,4,1,Spring,Mist,Friday,Evening,0,Cold,-0.6200000000000001,-6.15,Off-Peak
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,2011-01-07 23:00:00,2011,1,7,4,1,Spring,Mist,Friday,Evening,0,Cold,-0.6200000000000001,-6.15,Off-Peak
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,2011-01-08 00:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Night,0,Cold,-0.6200000000000001,-6.15,Off-Peak
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,2011-01-08 01:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Night,0,Cold,-0.6200000000000001,-5.395,Off-Peak
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,2011-01-08 02:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Night,0,Cold,-0.6200000000000001,-3.879999999999999,Off-Peak
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,2011-01-08 03:00:00,2011,1,8,5,1,Spring,Light Snow/Rain,Saturday,Night,0,Cold,-0.6200000000000001,-6.15,Off-Peak
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,2011-01-08 04:00:00,2011,1,8,5,1,Spring,Light Snow/Rain,Saturday,Night,0,Cold,-0.6200000000000001,-6.15,Off-Peak
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,2011-01-08 05:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Night,0,Cold,-1.4399999999999995,-7.665000000000001,Off-Peak
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,2011-01-08 06:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Morning,0,Cold,-1.4399999999999995,-7.665000000000001,Off-Peak
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,2011-01-08 07:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Morning,1,Cold,-1.4399999999999995,-6.91,Peak
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,2011-01-08 08:00:00,2011,1,8,5,1,Spring,Light Snow/Rain,Saturday,Morning,1,Cold,-1.4399999999999995,-6.91,Peak
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,2011-01-08 09:00:00,2011,1,8,5,1,Spring,Light Snow/Rain,Saturday,Morning,0,Cold,-1.4399999999999995,-6.91,Off-Peak
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,2011-01-08 10:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Morning,0,Cold,-0.6200000000000001,-6.15,Off-Peak
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,2011-01-08 11:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Morning,0,Cold,0.20000000000000107,-6.91,Off-Peak
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,2011-01-08 12:00:00,2011,1,8,5,1,Spring,Mist,Saturday,Afternoon,0,Cold,0.20000000000000107,-6.91,Off-Peak
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,2011-01-08 13:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Afternoon,0,Cold,0.20000000000000107,-6.91,Off-Peak
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,2011-01-08 14:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Afternoon,0,Cold,0.20000000000000107,-7.665000000000001,Off-Peak
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,2011-01-08 15:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Afternoon,0,Cold,0.20000000000000107,-7.665000000000001,Off-Peak
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,2011-01-08 16:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Afternoon,0,Cold,-0.6200000000000001,-9.18,Off-Peak
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,2011-01-08 17:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Afternoon,1,Cold,-1.4399999999999995,-9.94,Peak
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,2011-01-08 18:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Evening,1,Cold,-2.26,-9.94,Peak
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,2011-01-08 19:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Evening,0,Cold,-2.26,-9.94,Off-Peak
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,2011-01-08 20:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Evening,0,Cold,-3.08,-9.94,Off-Peak
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,2011-01-08 21:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Evening,0,Cold,-3.08,-10.695,Off-Peak
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,2011-01-08 22:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Evening,0,Cold,-3.08,-10.695,Off-Peak
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,2011-01-08 23:00:00,2011,1,8,5,1,Spring,Clear,Saturday,Evening,0,Cold,-3.8999999999999995,-12.969999999999999,Off-Peak
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,2011-01-09 00:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Night,0,Cold,-3.8999999999999995,-12.209999999999999,Off-Peak
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,2011-01-09 01:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Night,0,Cold,-3.8999999999999995,-12.969999999999999,Off-Peak
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2011-01-09 02:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Night,0,Cold,-3.8999999999999995,-12.969999999999999,Off-Peak
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,2011-01-09 03:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Night,0,Cold,-3.8999999999999995,-12.209999999999999,Off-Peak
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011-01-09 04:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Night,0,Cold,-4.72,-11.455,Off-Peak
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011-01-09 05:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Night,0,Cold,-4.72,-11.455,Off-Peak
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,2011-01-09 06:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Morning,0,Cold,-3.8999999999999995,-11.455,Off-Peak
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,2011-01-09 07:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Morning,1,Cold,-4.72,-11.455,Peak
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,2011-01-09 08:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Morning,1,Cold,-3.8999999999999995,-11.455,Peak
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,2011-01-09 09:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Morning,0,Cold,-3.08,-12.209999999999999,Off-Peak
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,2011-01-09 10:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Morning,0,Cold,-2.26,-10.695,Off-Peak
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,2011-01-09 11:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Morning,0,Cold,-1.4399999999999995,-9.94,Off-Peak
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,2011-01-09 12:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Afternoon,0,Cold,-0.6200000000000001,-9.18,Off-Peak
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,2011-01-09 13:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Afternoon,0,Cold,0.20000000000000107,-7.665000000000001,Off-Peak
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,2011-01-09 14:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Afternoon,0,Cold,1.0199999999999996,-6.91,Off-Peak
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,2011-01-09 15:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Afternoon,0,Cold,1.0199999999999996,-6.15,Off-Peak
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,2011-01-09 16:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Afternoon,0,Cold,0.20000000000000107,-7.665000000000001,Off-Peak
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,2011-01-09 17:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Afternoon,1,Cold,-0.6200000000000001,-8.425,Peak
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,2011-01-09 18:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Evening,1,Cold,-1.4399999999999995,-9.18,Peak
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,2011-01-09 19:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Evening,0,Cold,-1.4399999999999995,-9.18,Off-Peak
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,2011-01-09 20:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Evening,0,Cold,-2.26,-9.94,Off-Peak
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,2011-01-09 21:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Evening,0,Cold,-2.26,-10.695,Off-Peak
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,2011-01-09 22:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Evening,0,Cold,-2.26,-9.94,Off-Peak
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,2011-01-09 23:00:00,2011,1,9,6,1,Spring,Clear,Sunday,Evening,0,Cold,-3.08,-9.18,Off-Peak
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,2011-01-10 00:00:00,2011,1,10,0,2,Spring,Clear,Monday,Night,0,Cold,-3.08,-9.94,Off-Peak
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,2011-01-10 01:00:00,2011,1,10,0,2,Spring,Clear,Monday,Night,0,Cold,-3.08,-9.94,Off-Peak
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,2011-01-10 02:00:00,2011,1,10,0,2,Spring,Clear,Monday,Night,0,Cold,-3.08,-9.94,Off-Peak
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,2011-01-10 03:00:00,2011,1,10,0,2,Spring,Clear,Monday,Night,0,Cold,-3.08,-9.94,Off-Peak
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,2011-01-10 04:00:00,2011,1,10,0,2,Spring,Clear,Monday,Night,0,Cold,-3.8999999999999995,-9.94,Off-Peak
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,2011-01-10 05:00:00,2011,1,10,0,2,Spring,Clear,Monday,Night,0,Cold,-3.8999999999999995,-10.695,Off-Peak
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,2011-01-10 06:00:00,2011,1,10,0,2,Spring,Clear,Monday,Morning,0,Cold,-3.08,-9.94,Off-Peak
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,2011-01-10 07:00:00,2011,1,10,0,2,Spring,Clear,Monday,Morning,1,Cold,-3.08,-9.94,Peak
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,2011-01-10 08:00:00,2011,1,10,0,2,Spring,Mist,Monday,Morning,1,Cold,-3.08,-9.94,Peak
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,2011-01-10 09:00:00,2011,1,10,0,2,Spring,Mist,Monday,Morning,0,Cold,-2.26,-9.94,Off-Peak
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,2011-01-10 10:00:00,2011,1,10,0,2,Spring,Mist,Monday,Morning,0,Cold,-2.26,-9.94,Off-Peak
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,2011-01-10 11:00:00,2011,1,10,0,2,Spring,Mist,Monday,Morning,0,Cold,-1.4399999999999995,-9.18,Off-Peak
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,2011-01-10 12:00:00,2011,1,10,0,2,Spring,Mist,Monday,Afternoon,0,Cold,0.20000000000000107,-6.91,Off-Peak
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,2011-01-10 13:00:00,2011,1,10,0,2,Spring,Mist,Monday,Afternoon,0,Cold,0.20000000000000107,-6.91,Off-Peak
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,2011-01-10 14:00:00,2011,1,10,0,2,Spring,Mist,Monday,Afternoon,0,Cold,0.20000000000000107,-6.15,Off-Peak
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,2011-01-10 15:00:00,2011,1,10,0,2,Spring,Mist,Monday,Afternoon,0,Cold,0.20000000000000107,-6.15,Off-Peak
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,2011-01-10 16:00:00,2011,1,10,0,2,Spring,Clear,Monday,Afternoon,0,Cold,0.20000000000000107,-5.395,Off-Peak
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,2011-01-10 17:00:00,2011,1,10,0,2,Spring,Clear,Monday,Afternoon,1,Cold,0.20000000000000107,-4.635,Peak
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,2011-01-10 18:00:00,2011,1,10,0,2,Spring,Clear,Monday,Evening,1,Cold,0.20000000000000107,-6.15,Peak
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,2011-01-10 19:00:00,2011,1,10,0,2,Spring,Clear,Monday,Evening,0,Cold,-1.4399999999999995,-7.665000000000001,Off-Peak
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,2011-01-10 20:00:00,2011,1,10,0,2,Spring,Clear,Monday,Evening,0,Cold,-1.4399999999999995,-7.665000000000001,Off-Peak
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,2011-01-10 21:00:00,2011,1,10,0,2,Spring,Clear,Monday,Evening,0,Cold,-2.26,-9.18,Off-Peak
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,2011-01-10 22:00:00,2011,1,10,0,2,Spring,Clear,Monday,Evening,0,Cold,-2.26,-8.425,Off-Peak
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,2011-01-10 23:00:00,2011,1,10,0,2,Spring,Clear,Monday,Evening,0,Cold,-2.26,-8.425,Off-Peak
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,2011-01-11 00:00:00,2011,1,11,1,2,Spring,Clear,Tuesday,Night,0,Cold,-2.26,-7.665000000000001,Off-Peak
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,2011-01-11 01:00:00,2011,1,11,1,2,Spring,Clear,Tuesday,Night,0,Cold,-2.26,-8.425,Off-Peak
